Has_QSpecs,Weight,InspectionDate
FALSE,2,6/9/2012
FALSE,0.02,8/1/2012
TRUE,20,7/1/2012
FALSE,1.04,8/16/2012
FALSE,0.5,4/17/2012
FALSE,1.31,4/9/2012
FALSE,0.1,1/11/2012
TRUE,0.01,8/26/2012
FALSE,0,1/2/2012
FALSE,5.43,7/7/2012
FALSE,0.04,12/27/2012
FALSE,0.5,12/4/2012
FALSE,20.1,10/8/2012
FALSE,27.7,5/1/2012
FALSE,1,11/10/2012
FALSE,0.02,2/13/2012
FALSE,0.01,10/26/2012
FALSE,80.11,12/28/2012
TRUE,0.7,1/24/2012
FALSE,0.5,5/13/2012
FALSE,4,12/27/2012
FALSE,1.2,3/16/2012
FALSE,4,5/25/2012
FALSE,20,12/25/2012
FALSE,10,5/12/2012
FALSE,1,10/24/2012
FALSE,0.1,8/20/2012
FALSE,0,9/16/2012
FALSE,0.1,3/28/2012
FALSE,2300,6/14/2012
FALSE,0,6/14/2012
FALSE,0.1,8/19/2012
FALSE,0.2,3/1/2012
FALSE,0.4,11/4/2012
FALSE,0.5,12/28/2012
FALSE,0.01,3/27/2012
FALSE,0.79,5/21/2012
FALSE,0.55,2/2/2012
FALSE,0.1,7/13/2012
FALSE,0.22,9/25/2012
FALSE,3.47,7/17/2012
FALSE,0.06,8/26/2012
FALSE,4.7,9/1/2012
TRUE,0.2,2/24/2012
FALSE,0.5,12/18/2012
FALSE,0.04,11/16/2012
FALSE,3,8/15/2012
FALSE,0.1,1/1/2012
FALSE,1.05,4/19/2012
FALSE,0.1,8/1/2012
FALSE,0.01,7/2/2012
FALSE,0.22,8/5/2012
FALSE,0,6/7/2012
FALSE,0.01,4/15/2012
FALSE,0.08,3/20/2012
FALSE,0.05,11/1/2012
FALSE,0.01,2/12/2012
FALSE,2.5,12/22/2012
FALSE,0.03,1/15/2012
FALSE,0,10/1/2012
FALSE,10.52,6/10/2012
FALSE,0.1,8/13/2012
TRUE,0.36,6/1/2012
FALSE,16.32,1/21/2012
FALSE,0.1,7/19/2012
FALSE,0.26,7/19/2012
FALSE,1699,7/7/2012
FALSE,0.22,2/24/2012
FALSE,43,4/9/2012
TRUE,1,3/8/2012
FALSE,0.1,7/14/2012
TRUE,2.72,9/1/2012
FALSE,0.1,12/25/2012
FALSE,0.1,6/24/2012
FALSE,0.01,5/12/2012
FALSE,0.2,6/5/2012
FALSE,0.9,2/9/2012
FALSE,3,5/24/2012
TRUE,2,10/1/2012
FALSE,0.22,1/18/2012
FALSE,0.1,2/8/2012
FALSE,0.5,8/12/2012
FALSE,0.2,8/2/2012
FALSE,0.6,7/14/2012
FALSE,0.2,8/16/2012
FALSE,0.5,3/27/2012
FALSE,13,12/20/2012
FALSE,5,4/8/2012
FALSE,1.3,2/16/2012
FALSE,0.01,5/3/2012
FALSE,0.2,10/9/2012
FALSE,0.3,3/16/2012
FALSE,0.1,1/23/2012
FALSE,0.1,1/14/2012
FALSE,1.5,3/22/2012
FALSE,0.3,7/28/2012
FALSE,11,5/4/2012
FALSE,0.6,1/25/2012
FALSE,0.1,1/23/2012
FALSE,1.82,6/27/2012
FALSE,26,2/28/2012
FALSE,3.9,1/20/2012
FALSE,0.5,10/27/2012
FALSE,1,2/26/2012
FALSE,0.1,3/24/2012
FALSE,0.2,5/23/2012
FALSE,0.12,9/27/2012
FALSE,0.01,4/11/2012
FALSE,11,1/16/2012
FALSE,1,1/6/2012
FALSE,0.3,9/5/2012
FALSE,0.02,7/18/2012
FALSE,0.44,4/17/2012
FALSE,0.1,6/6/2012
FALSE,302,3/15/2012
FALSE,0.05,3/21/2012
FALSE,0.1,12/24/2012
FALSE,0.1,4/19/2012
FALSE,0.08,3/20/2012
FALSE,0.5,7/26/2012
FALSE,0.1,1/22/2012
FALSE,0.1,6/27/2012
FALSE,0.1,11/22/2012
FALSE,11,6/9/2012
TRUE,0,1/4/2012
FALSE,821,12/6/2012
FALSE,2.72,3/7/2012
FALSE,12,11/24/2012
TRUE,0.1,8/23/2012
FALSE,0.1,9/7/2012
FALSE,0.16,12/18/2012
FALSE,1.5,12/5/2012
FALSE,2.6,8/16/2012
FALSE,0.01,9/19/2012
FALSE,2.45,8/10/2012
FALSE,1.5,6/15/2012
FALSE,1,9/18/2012
FALSE,1.76,10/1/2012
FALSE,86,1/15/2012
FALSE,120.001,9/19/2012
TRUE,0.2,10/15/2012
FALSE,450,3/7/2012
FALSE,0.1,7/5/2012
FALSE,2.23,8/7/2012
FALSE,0.1,6/11/2012
FALSE,0.4,3/17/2012
FALSE,0.11,11/10/2012
FALSE,0.09,6/6/2012
TRUE,450,4/23/2012
FALSE,1.07,8/3/2012
FALSE,1.71,5/17/2012
FALSE,0.1,2/23/2012
TRUE,0.06,3/26/2012
FALSE,821,8/23/2012
FALSE,1.58,3/15/2012
FALSE,0.01,8/7/2012
FALSE,1,10/11/2012
FALSE,1,7/20/2012
FALSE,8.4,3/16/2012
FALSE,0.2,3/28/2012
FALSE,0.01,9/24/2012
FALSE,2,7/26/2012
FALSE,0.05,6/18/2012
TRUE,0.4,6/18/2012
FALSE,0.4,12/5/2012
FALSE,1.7,10/7/2012
FALSE,0.1,4/9/2012
FALSE,1,8/11/2012
FALSE,0.26,3/10/2012
FALSE,1.6,6/22/2012
FALSE,0,6/24/2012
FALSE,0.02,3/12/2012
FALSE,0.1,11/6/2012
FALSE,0.3,4/19/2012
FALSE,0.2,11/11/2012
FALSE,0.06,9/22/2012
FALSE,0.8,11/18/2012
FALSE,75,2/14/2012
FALSE,0,8/11/2012
FALSE,6,6/1/2012
TRUE,0.1,12/20/2012
FALSE,0.96,8/23/2012
FALSE,0.1,4/18/2012
FALSE,0.1,3/1/2012
FALSE,0.1,10/18/2012
FALSE,0.6,1/23/2012
FALSE,81,1/12/2012
FALSE,0.1,8/3/2012
FALSE,0.12,2/21/2012
FALSE,0.1,5/4/2012
FALSE,78,9/24/2012
FALSE,2,6/15/2012
TRUE,0.2,5/2/2012
TRUE,0.2,8/15/2012
FALSE,0.1,10/5/2012
FALSE,1,1/6/2012
FALSE,5.6,9/6/2012
FALSE,0.14,1/23/2012
FALSE,0.22,7/22/2012
FALSE,0.03,7/19/2012
FALSE,0.03,8/23/2012
FALSE,0.07,12/18/2012
FALSE,2.2,3/28/2012
FALSE,0.1,11/9/2012
FALSE,0.1,7/6/2012
TRUE,0.01,9/25/2012
FALSE,14,6/9/2012
FALSE,0,2/5/2012
FALSE,0.22,8/6/2012
FALSE,0.26,4/20/2012
TRUE,0.01,7/23/2012
FALSE,0.1,6/25/2012
FALSE,0.1,2/5/2012
TRUE,155.3,3/1/2012
FALSE,0.2,6/4/2012
TRUE,0.2,6/15/2012
FALSE,0.2,1/2/2012
FALSE,0.2,12/7/2012
FALSE,2.2,8/13/2012
FALSE,0.02,2/24/2012
FALSE,0.6,8/19/2012
FALSE,2.25,9/1/2012
FALSE,2.05,9/10/2012
FALSE,0.01,7/2/2012
FALSE,0.1,4/15/2012
FALSE,0.1,9/3/2012
FALSE,0.3,8/12/2012
FALSE,0.05,3/12/2012
FALSE,1.6,4/15/2012
FALSE,0.01,9/5/2012
FALSE,20.1,9/2/2012
FALSE,1,10/3/2012
FALSE,0,9/28/2012
FALSE,0.2,2/22/2012
FALSE,0.06,8/14/2012
FALSE,0.08,12/21/2012
FALSE,243,2/21/2012
FALSE,0.4,12/7/2012
FALSE,0.08,12/2/2012
FALSE,0.22,11/6/2012
FALSE,0.2,6/23/2012
TRUE,0.6,1/7/2012
FALSE,0.5,11/12/2012
FALSE,0.3,2/12/2012
FALSE,0.1,6/3/2012
FALSE,0.1,5/10/2012
FALSE,450,5/6/2012
FALSE,0.05,2/7/2012
FALSE,0.5,9/18/2012
FALSE,0.09,2/9/2012
FALSE,0.1,11/15/2012
FALSE,190,1/21/2012
FALSE,1.8,6/24/2012
FALSE,0.1,10/18/2012
FALSE,0.01,11/22/2012
FALSE,0.12,3/10/2012
FALSE,592,10/4/2012
FALSE,0.42,9/22/2012
FALSE,0.02,5/5/2012
FALSE,26,2/12/2012
TRUE,20,12/20/2012
FALSE,1.7,3/25/2012
FALSE,0.01,7/15/2012
FALSE,680,4/4/2012
FALSE,2,5/9/2012
FALSE,0.01,10/3/2012
FALSE,0.3,3/17/2012
FALSE,0.1,5/19/2012
FALSE,8,8/21/2012
FALSE,0.28,1/17/2012
FALSE,0,6/1/2012
FALSE,1,6/21/2012
FALSE,15,5/21/2012
FALSE,0.3,11/13/2012
FALSE,0.06,10/11/2012
FALSE,0.3,3/18/2012
FALSE,116,3/10/2012
FALSE,0.57,2/20/2012
FALSE,0.1,4/13/2012
FALSE,0.01,11/16/2012
FALSE,0.16,7/4/2012
FALSE,0.01,10/19/2012
FALSE,0.1,2/27/2012
FALSE,7,2/4/2012
FALSE,13,5/12/2012
FALSE,0.5,8/18/2012
FALSE,0.5,10/9/2012
FALSE,6.9,1/22/2012
FALSE,0.3,1/1/2012
FALSE,0.1,3/17/2012
FALSE,1,4/16/2012
FALSE,0.03,11/1/2012
FALSE,0.1,5/14/2012
FALSE,1.37,1/6/2012
FALSE,0.1,12/19/2012
FALSE,49,5/2/2012
FALSE,0.1,2/16/2012
FALSE,0.22,3/11/2012
FALSE,0.22,7/8/2012
FALSE,0,12/1/2012
FALSE,2,3/2/2012
FALSE,0.1,2/13/2012
FALSE,0.04,6/15/2012
FALSE,0.1,8/12/2012
FALSE,0.01,12/13/2012
FALSE,0.05,3/24/2012
FALSE,0.25,5/8/2012
FALSE,1.6,1/15/2012
FALSE,6.5,1/19/2012
FALSE,0.02,9/25/2012
FALSE,0.1,10/28/2012
FALSE,0.22,11/27/2012
FALSE,0,2/6/2012
FALSE,0.01,6/10/2012
FALSE,52,11/27/2012
FALSE,10,7/12/2012
TRUE,250,9/16/2012
FALSE,0.1,9/24/2012
FALSE,25,10/21/2012
FALSE,8.4,1/16/2012
FALSE,0.1,2/13/2012
FALSE,0.5,11/9/2012
FALSE,50,4/26/2012
FALSE,0.1,9/4/2012
FALSE,23,6/3/2012
TRUE,0.5,3/22/2012
FALSE,0.08,2/10/2012
FALSE,1.2,2/9/2012
FALSE,0.27,7/8/2012
FALSE,14,1/11/2012
FALSE,680,6/6/2012
FALSE,1.5,7/2/2012
FALSE,0.1,1/5/2012
FALSE,1.5,4/27/2012
FALSE,0.6,3/8/2012
TRUE,0.6,12/5/2012
FALSE,0.05,4/28/2012
FALSE,5.5,12/13/2012
FALSE,15,6/26/2012
FALSE,0.01,6/7/2012
FALSE,0.2,7/4/2012
FALSE,4,4/2/2012
FALSE,0.05,6/1/2012
TRUE,0.01,11/23/2012
FALSE,0.43,5/25/2012
FALSE,0.02,3/24/2012
FALSE,0.2,8/25/2012
FALSE,0.2,4/9/2012
FALSE,0.01,12/21/2012
FALSE,0.01,8/1/2012
FALSE,0.1,10/7/2012
FALSE,0.12,8/6/2012
FALSE,8.8,10/12/2012
FALSE,0.1,3/19/2012
FALSE,0.01,3/7/2012
FALSE,1,2/9/2012
FALSE,14,11/19/2012
FALSE,2.07,4/2/2012
FALSE,0.2,11/19/2012
FALSE,1.05,6/21/2012
FALSE,0.28,7/19/2012
FALSE,0.1,2/18/2012
FALSE,0.1,3/7/2012
FALSE,0.22,6/9/2012
FALSE,1.2,4/24/2012
TRUE,0.1,6/16/2012
FALSE,1.19,4/14/2012
FALSE,8,7/26/2012
FALSE,0.1,1/1/2012
FALSE,2.588,2/21/2012
FALSE,0.1,8/4/2012
TRUE,0.5,12/6/2012
FALSE,7.7,2/5/2012
FALSE,0,1/4/2012
TRUE,12,3/4/2012
FALSE,1075,7/6/2012
FALSE,0,10/27/2012
FALSE,0.5,1/27/2012
FALSE,0.18,1/27/2012
FALSE,0.6,1/19/2012
TRUE,1,3/24/2012
FALSE,67,3/19/2012
FALSE,0.1,12/22/2012
FALSE,0.7,9/3/2012
FALSE,0.16,3/5/2012
FALSE,0.1,8/21/2012
FALSE,0.22,9/22/2012
FALSE,4.38,6/4/2012
FALSE,0.1,3/16/2012
FALSE,1.4,1/2/2012
FALSE,0.1,11/6/2012
FALSE,5.7,3/9/2012
FALSE,0.01,10/21/2012
FALSE,0.02,2/2/2012
FALSE,0.09,11/27/2012
FALSE,0.5,11/1/2012
FALSE,0.31,10/19/2012
FALSE,2.99,2/19/2012
TRUE,0.1,9/6/2012
FALSE,14.6,3/12/2012
FALSE,0.1,5/19/2012
FALSE,0.1,11/19/2012
FALSE,0.1,3/17/2012
FALSE,0.01,8/5/2012
FALSE,0.12,9/5/2012
FALSE,3.9,9/4/2012
FALSE,0.4,5/27/2012
TRUE,0.63,5/10/2012
TRUE,1.5,4/1/2012
FALSE,1,3/25/2012
FALSE,1.04,10/21/2012
FALSE,0.1,4/15/2012
FALSE,0.1,10/11/2012
FALSE,0.1,8/2/2012
FALSE,240,3/18/2012
FALSE,0.1,1/27/2012
FALSE,450,4/23/2012
FALSE,1,6/22/2012
FALSE,0.06,10/23/2012
FALSE,0.1,9/7/2012
FALSE,39,3/26/2012
FALSE,24,9/15/2012
FALSE,0.2,10/6/2012
FALSE,26,7/27/2012
FALSE,0.1,11/13/2012
FALSE,0.1,8/2/2012
FALSE,2.23,2/1/2012
FALSE,1,11/20/2012
FALSE,65,4/14/2012
FALSE,15.83,9/5/2012
FALSE,10,11/27/2012
FALSE,150,5/26/2012
FALSE,15,7/13/2012
FALSE,0,10/14/2012
FALSE,0.01,10/18/2012
FALSE,0.3,3/17/2012
FALSE,0.1,11/13/2012
FALSE,0.3,7/9/2012
FALSE,0.8,12/17/2012
FALSE,1.2,7/15/2012
FALSE,0.2,7/4/2012
FALSE,1,5/15/2012
FALSE,0.5,12/22/2012
FALSE,0.5,4/6/2012
FALSE,0.01,10/9/2012
FALSE,34,2/27/2012
FALSE,0.09,5/9/2012
FALSE,0.1,8/25/2012
TRUE,15,1/9/2012
FALSE,0.1,1/8/2012
FALSE,0.5,1/3/2012
FALSE,0.1,5/4/2012
FALSE,0.1,1/22/2012
FALSE,1.7,4/26/2012
FALSE,0.4,3/28/2012
FALSE,1.5,2/11/2012
FALSE,14,1/14/2012
FALSE,0.1,12/1/2012
FALSE,0.06,9/25/2012
FALSE,0.07,6/16/2012
FALSE,0.1,5/12/2012
FALSE,0.1,11/6/2012
FALSE,2.28,12/6/2012
FALSE,0.1,11/23/2012
FALSE,0.22,7/28/2012
FALSE,0.7,8/4/2012
FALSE,0.1,11/13/2012
FALSE,0.1,5/9/2012
TRUE,0.1,1/4/2012
FALSE,0.6,2/2/2012
FALSE,39,4/28/2012
FALSE,0.4,6/21/2012
FALSE,0.6,11/28/2012
FALSE,14.6,2/10/2012
FALSE,0.9,7/5/2012
FALSE,0.06,8/19/2012
FALSE,0.1,4/27/2012
TRUE,0.1,11/11/2012
FALSE,1.7,11/9/2012
FALSE,13,2/14/2012
FALSE,0.03,9/22/2012
FALSE,0.5,10/26/2012
TRUE,0.4,5/2/2012
FALSE,40,5/20/2012
FALSE,1.5,2/9/2012
TRUE,2.4,9/10/2012
FALSE,0.47,11/25/2012
FALSE,1.28,11/11/2012
FALSE,0.1,2/16/2012
FALSE,1,7/10/2012
FALSE,0.22,8/22/2012
FALSE,0.1,1/3/2012
FALSE,0.1,11/9/2012
FALSE,2.67,2/12/2012
TRUE,2000,3/19/2012
FALSE,0,5/10/2012
FALSE,0.22,8/2/2012
FALSE,0.1,5/14/2012
FALSE,0.2,4/3/2012
FALSE,0.1,2/2/2012
FALSE,0.01,5/8/2012
FALSE,0.1,1/18/2012
FALSE,0.1,3/9/2012
FALSE,150,5/24/2012
FALSE,2,8/5/2012
FALSE,147,9/18/2012
FALSE,0.5,12/19/2012
FALSE,1.98,11/7/2012
FALSE,0.1,7/23/2012
FALSE,14,3/19/2012
FALSE,3.47,1/6/2012
FALSE,1.1,8/8/2012
TRUE,116,8/16/2012
FALSE,0.14,12/20/2012
FALSE,0.5,3/6/2012
FALSE,0.43,11/20/2012
FALSE,147,4/3/2012
FALSE,0.5,2/19/2012
FALSE,0.2,4/2/2012
TRUE,0.22,7/20/2012
FALSE,6.4,9/23/2012
TRUE,0.07,6/16/2012
FALSE,4,8/8/2012
FALSE,1.5,5/3/2012
TRUE,0.1,7/23/2012
TRUE,450,8/7/2012
TRUE,0.01,12/5/2012
FALSE,0.1,9/5/2012
FALSE,0.01,1/12/2012
FALSE,0.01,6/24/2012
FALSE,8.8,1/22/2012
FALSE,0.1,6/20/2012
FALSE,3.21,6/11/2012
FALSE,19,11/2/2012
FALSE,0.04,4/8/2012
TRUE,0.96,8/17/2012
TRUE,0.22,10/17/2012
FALSE,0,5/8/2012
FALSE,14.6,12/7/2012
FALSE,0.6,6/24/2012
FALSE,0.03,5/14/2012
FALSE,0.22,11/3/2012
FALSE,0.1,3/4/2012
FALSE,42,3/2/2012
TRUE,0,6/4/2012
FALSE,0.1,5/6/2012
FALSE,0.22,12/3/2012
FALSE,1,6/27/2012
FALSE,254,2/11/2012
FALSE,9.5,11/26/2012
FALSE,0.6,7/18/2012
TRUE,0.02,10/23/2012
FALSE,7.7,2/15/2012
TRUE,10,2/16/2012
FALSE,10,2/5/2012
FALSE,0.6,6/26/2012
TRUE,0.1,4/4/2012
FALSE,0.63,12/24/2012
FALSE,450,10/18/2012
FALSE,0.1,1/17/2012
TRUE,0,4/21/2012
FALSE,1.56,7/5/2012
FALSE,0.5,1/28/2012
FALSE,3.59,4/13/2012
FALSE,0.11,6/2/2012
FALSE,0.04,12/10/2012
FALSE,60,6/10/2012
FALSE,0.1,11/10/2012
FALSE,1,6/21/2012
FALSE,2,1/16/2012
TRUE,0.01,11/2/2012
FALSE,0.1,8/23/2012
FALSE,0.01,8/9/2012
FALSE,0.81,5/11/2012
FALSE,0.22,6/27/2012
FALSE,27,12/8/2012
FALSE,0.1,3/25/2012
FALSE,0.2,10/13/2012
FALSE,7.94,11/5/2012
FALSE,0.13,10/20/2012
FALSE,0.65,1/27/2012
FALSE,4.5,8/13/2012
FALSE,3.58,9/3/2012
FALSE,2,4/5/2012
FALSE,0.1,2/22/2012
FALSE,19,1/6/2012
FALSE,0.16,2/13/2012
FALSE,79,6/1/2012
FALSE,20.5,9/10/2012
FALSE,0.1,3/14/2012
TRUE,0,5/6/2012
FALSE,0.1,8/21/2012
FALSE,0.42,11/4/2012
FALSE,1.8,6/10/2012
FALSE,0.89,5/12/2012
FALSE,3,12/24/2012
FALSE,49,1/25/2012
TRUE,0.6,10/4/2012
FALSE,0.4,4/7/2012
TRUE,15,9/7/2012
FALSE,0.1,4/5/2012
FALSE,30.6,8/8/2012
FALSE,0.5,7/7/2012
FALSE,11,11/6/2012
TRUE,2.72,3/11/2012
FALSE,148,2/15/2012
TRUE,39,2/24/2012
FALSE,0.01,7/16/2012
FALSE,0.06,9/21/2012
FALSE,1.5,12/1/2012
FALSE,0.2,2/12/2012
FALSE,0.22,9/12/2012
FALSE,2.8,8/24/2012
FALSE,0.1,5/4/2012
TRUE,0.1,3/20/2012
FALSE,1.5,6/2/2012
FALSE,0.12,10/8/2012
FALSE,0.1,4/10/2012
FALSE,0.1,1/21/2012
FALSE,3,10/7/2012
FALSE,2,10/26/2012
FALSE,0.1,6/26/2012
FALSE,0.01,5/27/2012
FALSE,0.4,8/23/2012
FALSE,0.2,3/1/2012
FALSE,0.2,12/2/2012
FALSE,114,12/3/2012
FALSE,0.1,9/3/2012
FALSE,0.1,2/22/2012
FALSE,592,1/11/2012
FALSE,2.28,4/26/2012
FALSE,4.5,3/24/2012
FALSE,1.6,10/7/2012
FALSE,99,8/1/2012
FALSE,1,10/19/2012
FALSE,0.01,3/16/2012
FALSE,0.5,1/3/2012
FALSE,0.22,3/26/2012
FALSE,0,2/18/2012
FALSE,356,4/6/2012
FALSE,0.7,11/10/2012
FALSE,0.5,10/24/2012
FALSE,1.2,5/20/2012
FALSE,0.13,9/21/2012
FALSE,20.1,3/1/2012
FALSE,1,6/23/2012
FALSE,0.1,6/13/2012
FALSE,0.6,1/11/2012
FALSE,0.1,7/27/2012
FALSE,400,5/25/2012
FALSE,1.5,10/19/2012
FALSE,0.02,1/17/2012
FALSE,0.05,12/1/2012
FALSE,0.1,6/12/2012
FALSE,11,4/13/2012
FALSE,0.12,8/23/2012
FALSE,0.22,3/9/2012
FALSE,0.1,6/22/2012
FALSE,0.06,6/23/2012
FALSE,0.1,5/2/2012
FALSE,910,8/8/2012
FALSE,1,9/23/2012
FALSE,19,10/25/2012
FALSE,9.9,7/4/2012
FALSE,0.12,9/21/2012
FALSE,0.01,10/23/2012
FALSE,0.71,8/11/2012
FALSE,0.2,6/1/2012
FALSE,0.1,8/19/2012
TRUE,0.06,8/26/2012
FALSE,0.1,9/26/2012
FALSE,2.07,5/17/2012
FALSE,0.2,1/19/2012
FALSE,1,4/2/2012
FALSE,0.02,12/8/2012
TRUE,5,1/5/2012
TRUE,0.6,10/12/2012
FALSE,0.1,9/7/2012
FALSE,15.4,2/21/2012
TRUE,1.4,3/20/2012
FALSE,2,2/14/2012
TRUE,0.1,2/17/2012
FALSE,0.3,5/14/2012
FALSE,57,1/4/2012
TRUE,75,8/3/2012
FALSE,0.01,9/10/2012
FALSE,1.5,9/26/2012
FALSE,4.11,4/25/2012
FALSE,1.3,11/20/2012
FALSE,1,12/14/2012
FALSE,2.5,9/14/2012
FALSE,0.1,7/2/2012
FALSE,0.41,5/24/2012
FALSE,3.8,12/9/2012
FALSE,0.1,10/3/2012
FALSE,0.1,7/5/2012
FALSE,533,7/22/2012
TRUE,0.31,2/8/2012
FALSE,0,12/28/2012
FALSE,0.6,12/11/2012
FALSE,2.28,11/2/2012
FALSE,0.4,3/6/2012
FALSE,40,2/8/2012
FALSE,40,12/2/2012
FALSE,0.1,3/14/2012
FALSE,0.1,3/14/2012
FALSE,0.2,2/4/2012
FALSE,1,1/27/2012
FALSE,1.6,7/16/2012
FALSE,0,7/4/2012
FALSE,0.26,3/28/2012
FALSE,0.1,9/10/2012
FALSE,2,9/24/2012
FALSE,4.5,9/8/2012
FALSE,0.2,7/22/2012
FALSE,1,5/4/2012
FALSE,0.5,8/21/2012
TRUE,2.3,5/24/2012
FALSE,70,5/13/2012
FALSE,0.1,9/1/2012
FALSE,0.22,5/25/2012
FALSE,0.2,12/7/2012
FALSE,0.1,7/28/2012
FALSE,1.7,5/21/2012
FALSE,2.23,1/22/2012
TRUE,0.2,4/9/2012
FALSE,81,2/5/2012
FALSE,0.01,12/17/2012
TRUE,1,12/19/2012
FALSE,295,2/2/2012
FALSE,0.5,4/26/2012
FALSE,5,5/10/2012
FALSE,0.1,8/23/2012
FALSE,0.3,3/7/2012
FALSE,0.2,3/20/2012
FALSE,11,10/25/2012
FALSE,0.19,8/16/2012
FALSE,0.02,10/20/2012
FALSE,1,2/19/2012
FALSE,5.001,3/17/2012
FALSE,0.02,9/9/2012
FALSE,0.2,3/17/2012
TRUE,1,6/28/2012
FALSE,1.09,6/17/2012
FALSE,1.8,1/9/2012
FALSE,40,4/13/2012
FALSE,225,6/21/2012
FALSE,143,10/26/2012
FALSE,0.7,3/17/2012
FALSE,0.5,8/25/2012
FALSE,0.1,5/4/2012
FALSE,0.2,9/8/2012
FALSE,0,8/10/2012
FALSE,0.1,2/9/2012
FALSE,0.1,10/23/2012
FALSE,0.7,4/16/2012
TRUE,1,11/28/2012
FALSE,0.1,7/11/2012
FALSE,0.1,2/9/2012
FALSE,0.5,4/26/2012
FALSE,9.5,8/11/2012
FALSE,1.6,11/24/2012
FALSE,0.22,6/20/2012
FALSE,0,2/27/2012
FALSE,0.04,8/17/2012
FALSE,0.4,11/16/2012
FALSE,0.6,1/17/2012
FALSE,36,10/8/2012
FALSE,4.7,3/9/2012
TRUE,0.1,5/14/2012
FALSE,0.06,12/25/2012
FALSE,0.1,10/1/2012
TRUE,5.7,1/27/2012
FALSE,0.03,7/12/2012
FALSE,0.01,1/26/2012
FALSE,0.06,9/10/2012
FALSE,2.4,5/1/2012
FALSE,29,10/14/2012
FALSE,0.6,4/21/2012
FALSE,0.01,3/24/2012
FALSE,0.2,8/19/2012
FALSE,0.1,5/11/2012
FALSE,0.1,11/26/2012
FALSE,0.3,2/21/2012
FALSE,0.1,4/9/2012
FALSE,0.1,5/9/2012
FALSE,8,1/22/2012
FALSE,38,1/9/2012
FALSE,0,10/8/2012
FALSE,21,11/18/2012
FALSE,3.7,2/17/2012
FALSE,0.5,5/25/2012
TRUE,0.1,3/14/2012
FALSE,0.7,12/18/2012
TRUE,0.1,7/1/2012
FALSE,79,9/10/2012
FALSE,0.22,2/4/2012
FALSE,2,3/12/2012
FALSE,1.4,11/23/2012
FALSE,0.1,1/19/2012
FALSE,0.29,6/13/2012
FALSE,3,12/6/2012
FALSE,1.14,12/5/2012
FALSE,0.22,11/26/2012
FALSE,4.7,1/10/2012
TRUE,12,4/1/2012
FALSE,1,7/24/2012
FALSE,0.03,12/24/2012
FALSE,0.1,10/1/2012
FALSE,0.94,11/1/2012
FALSE,0.2,7/23/2012
TRUE,0.1,7/23/2012
FALSE,0.1,11/9/2012
FALSE,0.1,11/1/2012
FALSE,0.1,9/2/2012
FALSE,62,11/27/2012
FALSE,0.1,12/4/2012
FALSE,0.1,11/19/2012
FALSE,2.5,8/1/2012
FALSE,0.1,11/11/2012
FALSE,0.1,2/24/2012
FALSE,8.9,10/15/2012
FALSE,0,8/26/2012
FALSE,0.2,9/2/2012
FALSE,2,3/11/2012
FALSE,3,1/3/2012
FALSE,0.1,1/18/2012
FALSE,0.1,8/25/2012
FALSE,0.1,1/5/2012
FALSE,0.2,4/8/2012
FALSE,28,3/10/2012
FALSE,0.89,1/21/2012
FALSE,0.4,10/18/2012
FALSE,1.3,7/11/2012
FALSE,0.13,3/9/2012
FALSE,8,8/22/2012
FALSE,28,4/8/2012
FALSE,2415,1/11/2012
FALSE,0.1,9/26/2012
FALSE,0.5,10/9/2012
FALSE,1.64,2/1/2012
FALSE,27,2/24/2012
TRUE,821,4/1/2012
FALSE,2.5,3/8/2012
FALSE,0.1,3/16/2012
FALSE,26.5,7/24/2012
FALSE,0.04,1/16/2012
FALSE,0.07,6/5/2012
FALSE,0.3,1/11/2012
FALSE,14,6/5/2012
FALSE,1,1/23/2012
FALSE,20.1,1/20/2012
FALSE,5.4,1/5/2012
FALSE,0.2,4/27/2012
FALSE,40,5/3/2012
FALSE,0.22,8/13/2012
FALSE,3,6/13/2012
FALSE,2,1/11/2012
FALSE,0.54,12/19/2012
FALSE,32,1/27/2012
FALSE,0.1,9/21/2012
FALSE,0.1,12/9/2012
FALSE,4.7,3/26/2012
FALSE,0,3/2/2012
FALSE,1.78,7/19/2012
FALSE,0.11,9/7/2012
FALSE,0.5,5/2/2012
FALSE,0.22,7/24/2012
FALSE,3,1/23/2012
FALSE,2,3/23/2012
FALSE,0,9/5/2012
FALSE,1.3,1/13/2012
FALSE,0.04,7/18/2012
FALSE,0.22,2/11/2012
FALSE,2,7/13/2012
FALSE,0.1,2/25/2012
FALSE,0.9,6/9/2012
FALSE,0.9,6/12/2012
FALSE,2.2,8/26/2012
FALSE,0.2,10/9/2012
FALSE,5.4,12/4/2012
FALSE,1699,10/10/2012
FALSE,0.2,8/22/2012
FALSE,0.3,3/17/2012
FALSE,60,2/11/2012
FALSE,0.1,2/8/2012
FALSE,0.1,3/21/2012
FALSE,60,4/17/2012
FALSE,0.2,6/17/2012
FALSE,0.1,3/18/2012
FALSE,2.5,5/25/2012
TRUE,2.07,4/5/2012
FALSE,0.04,11/2/2012
FALSE,0.06,3/11/2012
FALSE,4,8/19/2012
FALSE,0.01,7/4/2012
FALSE,51,8/1/2012
FALSE,2,12/1/2012
FALSE,0.5,2/19/2012
FALSE,0.1,7/25/2012
FALSE,0.1,4/6/2012
