Has_QSpecs,Weight,InspectionDate
FALSE,12,5/19/2012
FALSE,1.52,6/27/2012
FALSE,0.1,2/15/2012
FALSE,50,1/16/2012
FALSE,0,4/17/2012
FALSE,4,7/3/2012
FALSE,1,5/12/2012
FALSE,0.1,10/26/2012
FALSE,0,5/13/2012
FALSE,32,6/26/2012
FALSE,0.89,8/12/2012
FALSE,0.05,4/11/2012
FALSE,0.26,11/2/2012
FALSE,0.01,3/4/2012
FALSE,0.59,2/10/2012
FALSE,0.09,8/24/2012
FALSE,1.5,12/27/2012
FALSE,0.01,8/17/2012
FALSE,0.04,5/7/2012
FALSE,0.5,4/9/2012
FALSE,0.22,4/15/2012
FALSE,0.89,4/20/2012
FALSE,0.52,10/5/2012
FALSE,0.1,2/19/2012
FALSE,0.1,9/21/2012
FALSE,450,12/19/2012
FALSE,0.31,2/9/2012
FALSE,0.1,6/28/2012
FALSE,0.4,11/27/2012
TRUE,0.6,4/3/2012
FALSE,0.1,11/5/2012
FALSE,0.06,2/4/2012
FALSE,1,7/7/2012
FALSE,0.1,2/5/2012
FALSE,0.5,4/21/2012
FALSE,800,2/16/2012
TRUE,67,3/23/2012
FALSE,154,10/26/2012
FALSE,0.2,3/7/2012
FALSE,0.4,4/22/2012
FALSE,1.5,10/25/2012
TRUE,11,6/12/2012
FALSE,0.5,7/26/2012
FALSE,2.4,2/11/2012
FALSE,0.1,6/22/2012
FALSE,0.5,7/18/2012
FALSE,85.001,5/15/2012
FALSE,0.1,5/25/2012
FALSE,0.1,3/15/2012
FALSE,533,1/10/2012
FALSE,0.04,12/2/2012
FALSE,0.1,3/28/2012
FALSE,33,12/14/2012
FALSE,0.2,12/25/2012
FALSE,0.1,8/7/2012
FALSE,0.22,6/28/2012
FALSE,0.1,5/11/2012
FALSE,29,9/7/2012
FALSE,505,2/13/2012
FALSE,2,4/9/2012
FALSE,0.1,3/23/2012
FALSE,0.1,5/3/2012
FALSE,0.3,4/13/2012
FALSE,0.1,8/9/2012
FALSE,0.5,10/18/2012
FALSE,2.06,9/23/2012
FALSE,450,7/8/2012
TRUE,0.2,8/8/2012
FALSE,0.1,11/11/2012
FALSE,1.7,4/23/2012
FALSE,1,2/28/2012
FALSE,0.2,12/16/2012
FALSE,0.07,3/6/2012
FALSE,2.2,4/16/2012
FALSE,0.06,1/18/2012
FALSE,1,11/28/2012
FALSE,34,12/26/2012
TRUE,88,11/12/2012
FALSE,40,5/20/2012
FALSE,1,4/1/2012
TRUE,0.93,7/18/2012
FALSE,0.5,4/4/2012
FALSE,15,5/20/2012
FALSE,0.1,5/8/2012
FALSE,0.28,8/25/2012
FALSE,14.6,11/2/2012
FALSE,2,3/12/2012
FALSE,0.2,9/22/2012
FALSE,14,8/10/2012
TRUE,5.7,1/9/2012
FALSE,0.08,8/17/2012
TRUE,63,7/18/2012
FALSE,575,2/20/2012
FALSE,127,5/27/2012
FALSE,0.5,1/27/2012
TRUE,0.2,4/13/2012
FALSE,0.1,2/14/2012
FALSE,0.2,6/21/2012
TRUE,115,11/28/2012
FALSE,1.09,8/10/2012
FALSE,0.2,4/6/2012
FALSE,10,4/13/2012
FALSE,3.56,3/2/2012
FALSE,115,4/16/2012
FALSE,51,12/1/2012
FALSE,25.33,6/14/2012
FALSE,7,11/10/2012
FALSE,1.5,5/19/2012
FALSE,4.7,8/12/2012
FALSE,0,11/27/2012
FALSE,0.5,12/7/2012
FALSE,0.06,6/28/2012
FALSE,0.4,10/14/2012
FALSE,1.25,6/28/2012
FALSE,1.4,12/12/2012
FALSE,0.1,6/20/2012
TRUE,0.01,1/24/2012
TRUE,2.4,12/5/2012
FALSE,0.69,5/8/2012
FALSE,0.14,7/10/2012
FALSE,4.7,7/24/2012
FALSE,42,10/17/2012
FALSE,0.1,6/23/2012
FALSE,1.5,6/10/2012
FALSE,0.3,4/4/2012
TRUE,0,5/4/2012
FALSE,0.6,2/4/2012
FALSE,0.42,10/25/2012
TRUE,0.6,11/10/2012
FALSE,3,9/7/2012
FALSE,3,5/21/2012
FALSE,0.2,5/14/2012
FALSE,22,5/1/2012
FALSE,2.26,10/8/2012
FALSE,1,4/21/2012
FALSE,0.1,2/14/2012
TRUE,8.4,6/17/2012
FALSE,0.04,11/2/2012
FALSE,1.76,5/22/2012
FALSE,3.47,1/24/2012
FALSE,28,2/28/2012
FALSE,0.1,1/24/2012
FALSE,0.1,10/23/2012
FALSE,0.1,8/27/2012
FALSE,0.1,1/22/2012
FALSE,7.5,10/23/2012
FALSE,4,2/9/2012
FALSE,0.1,6/8/2012
FALSE,27.7,1/10/2012
FALSE,0.3,10/26/2012
FALSE,0.5,9/21/2012
FALSE,0.1,5/2/2012
FALSE,0.6,8/20/2012
FALSE,0.06,12/23/2012
FALSE,0.3,1/6/2012
FALSE,6,7/24/2012
FALSE,0.1,7/10/2012
FALSE,0.3,5/17/2012
FALSE,0.1,5/4/2012
FALSE,0.22,9/14/2012
FALSE,1.4,2/18/2012
FALSE,0.22,8/23/2012
FALSE,0,10/21/2012
FALSE,0.3,3/19/2012
TRUE,13,6/4/2012
FALSE,1.25,6/27/2012
FALSE,0.1,7/14/2012
FALSE,0.2,5/1/2012
FALSE,1,5/16/2012
FALSE,0.5,2/18/2012
FALSE,0.1,11/15/2012
FALSE,8,9/25/2012
FALSE,0.06,11/11/2012
FALSE,0.1,4/28/2012
FALSE,0.01,6/3/2012
FALSE,20.1,12/8/2012
FALSE,0.89,2/16/2012
FALSE,0,11/25/2012
TRUE,13,10/21/2012
FALSE,0.01,6/3/2012
FALSE,1,8/16/2012
FALSE,2.07,9/4/2012
FALSE,1.21,5/9/2012
FALSE,3.68,7/14/2012
TRUE,0.1,8/27/2012
FALSE,1.75,8/5/2012
TRUE,1,8/11/2012
FALSE,0.13,5/15/2012
FALSE,0.5,8/26/2012
FALSE,0.1,5/12/2012
TRUE,0.1,1/14/2012
TRUE,0.05,12/21/2012
FALSE,38,5/21/2012
FALSE,3.5,3/15/2012
FALSE,0.22,5/12/2012
FALSE,3,5/18/2012
FALSE,0.72,1/2/2012
TRUE,0.2,1/23/2012
FALSE,0.3,10/5/2012
FALSE,0,12/3/2012
FALSE,0.9,9/18/2012
FALSE,0.1,4/23/2012
FALSE,32,3/5/2012
TRUE,0,12/13/2012
FALSE,0.05,7/21/2012
TRUE,0.04,5/13/2012
TRUE,2.4,1/16/2012
FALSE,0.5,6/3/2012
FALSE,11,3/2/2012
FALSE,0.04,4/17/2012
FALSE,0.1,11/22/2012
FALSE,0.4,2/23/2012
FALSE,3.3,1/20/2012
FALSE,0.1,7/6/2012
FALSE,0.1,10/10/2012
FALSE,0.1,11/13/2012
FALSE,95.3,7/25/2012
FALSE,0.1,6/3/2012
FALSE,12,3/8/2012
FALSE,67,12/27/2012
FALSE,0.5,8/21/2012
FALSE,15,10/19/2012
FALSE,0.1,10/1/2012
TRUE,1.3,9/19/2012
FALSE,7.2,4/21/2012
FALSE,40,4/2/2012
FALSE,0.06,8/15/2012
FALSE,15,2/1/2012
FALSE,0.14,10/5/2012
FALSE,0,4/4/2012
FALSE,15.83,12/23/2012
FALSE,12,3/5/2012
FALSE,3.8,9/2/2012
FALSE,0.01,1/3/2012
FALSE,0.2,3/6/2012
TRUE,0.01,10/9/2012
FALSE,4,10/6/2012
FALSE,0.6,10/12/2012
FALSE,0.07,6/22/2012
FALSE,0.03,11/18/2012
FALSE,1,4/18/2012
FALSE,0.09,12/5/2012
FALSE,0.1,3/14/2012
TRUE,0.1,4/19/2012
FALSE,0.3,4/3/2012
FALSE,0.1,2/18/2012
FALSE,0.1,6/2/2012
FALSE,0.01,9/28/2012
FALSE,3,10/18/2012
FALSE,0.1,10/28/2012
FALSE,0.09,7/4/2012
FALSE,0.03,1/12/2012
FALSE,0.31,3/28/2012
FALSE,0.1,4/4/2012
FALSE,2,1/22/2012
FALSE,22,10/6/2012
FALSE,0.1,12/27/2012
FALSE,4.3,5/8/2012
FALSE,17,8/15/2012
FALSE,0.2,9/5/2012
FALSE,0.1,9/21/2012
FALSE,0.96,3/13/2012
FALSE,1,4/7/2012
FALSE,0.2,4/7/2012
FALSE,0.07,7/7/2012
FALSE,0.4,6/11/2012
FALSE,0.1,8/12/2012
FALSE,3.9,11/8/2012
FALSE,0.3,8/28/2012
FALSE,1,1/18/2012
FALSE,0.3,6/14/2012
FALSE,4,9/10/2012
FALSE,0.1,6/14/2012
FALSE,0.7,5/8/2012
TRUE,0.1,3/8/2012
FALSE,0.5,7/3/2012
FALSE,0.1,2/28/2012
FALSE,39,1/17/2012
FALSE,0.01,3/1/2012
FALSE,0.1,5/7/2012
FALSE,0.01,3/27/2012
FALSE,2.13,7/12/2012
TRUE,0.06,6/16/2012
FALSE,0.36,6/2/2012
FALSE,0.1,4/13/2012
FALSE,0.03,7/16/2012
FALSE,1.28,10/24/2012
FALSE,0.89,7/6/2012
FALSE,2.3,8/2/2012
FALSE,1.11,10/17/2012
FALSE,0.42,5/24/2012
FALSE,0.2,2/10/2012
FALSE,1,4/13/2012
FALSE,4.74,5/20/2012
FALSE,0.1,11/19/2012
FALSE,0.1,5/2/2012
FALSE,0.1,6/24/2012
FALSE,2590,8/6/2012
FALSE,1,11/25/2012
FALSE,2.3,12/1/2012
FALSE,20,7/24/2012
FALSE,0.22,11/4/2012
FALSE,7,12/6/2012
FALSE,0.22,4/3/2012
TRUE,1.35,7/21/2012
FALSE,0.73,12/9/2012
FALSE,0.1,12/9/2012
FALSE,0.1,2/24/2012
FALSE,0.5,7/19/2012
FALSE,0.79,11/15/2012
FALSE,0.02,4/24/2012
FALSE,4.7,4/2/2012
FALSE,0.5,2/13/2012
FALSE,0.1,1/19/2012
FALSE,0.2,1/12/2012
FALSE,0.22,1/13/2012
FALSE,0.4,5/10/2012
FALSE,0.22,7/16/2012
FALSE,0.26,8/25/2012
FALSE,0.1,4/25/2012
FALSE,0.1,9/20/2012
FALSE,0.1,12/11/2012
FALSE,93,7/1/2012
FALSE,0.1,3/4/2012
FALSE,0.03,1/13/2012
FALSE,0.3,9/11/2012
FALSE,0.1,9/22/2012
FALSE,25,9/4/2012
FALSE,0.12,11/15/2012
FALSE,1.3,1/5/2012
FALSE,0.43,12/28/2012
FALSE,0,12/22/2012
FALSE,0.4,6/23/2012
FALSE,0.82,9/1/2012
FALSE,0.1,8/19/2012
FALSE,1.5,10/23/2012
FALSE,0.25,7/26/2012
FALSE,0.03,4/8/2012
FALSE,0.2,1/1/2012
FALSE,0.5,5/16/2012
TRUE,0.01,12/13/2012
FALSE,0.1,2/9/2012
FALSE,0.22,4/26/2012
FALSE,0.1,11/3/2012
FALSE,0.22,7/23/2012
FALSE,0.49,9/2/2012
FALSE,20,2/18/2012
FALSE,9,4/26/2012
FALSE,0.11,12/10/2012
FALSE,0.4,9/27/2012
FALSE,0.2,9/25/2012
FALSE,0.2,2/19/2012
FALSE,0.1,2/1/2012
FALSE,0.1,1/4/2012
FALSE,1.38,1/24/2012
FALSE,1.28,1/7/2012
FALSE,0.32,8/8/2012
FALSE,0.1,6/21/2012
FALSE,0.1,9/8/2012
TRUE,1,8/9/2012
FALSE,0.2,7/8/2012
FALSE,1.8,1/9/2012
TRUE,0.01,2/17/2012
FALSE,0.6,9/9/2012
FALSE,0.07,2/7/2012
FALSE,1,7/3/2012
FALSE,0.11,3/17/2012
FALSE,0,5/8/2012
FALSE,0.1,12/19/2012
FALSE,2,12/4/2012
FALSE,0.1,11/18/2012
FALSE,0.22,7/28/2012
FALSE,0.22,1/23/2012
FALSE,10.52,3/19/2012
FALSE,4.1,3/28/2012
FALSE,0.2,3/15/2012
FALSE,1.6,7/26/2012
FALSE,0.01,5/19/2012
FALSE,0.5,5/5/2012
FALSE,3.16,5/2/2012
FALSE,1.64,9/7/2012
FALSE,8,9/19/2012
FALSE,303,9/20/2012
FALSE,8.3,2/6/2012
FALSE,0.1,2/28/2012
FALSE,3,6/2/2012
FALSE,31,12/7/2012
FALSE,23,8/22/2012
FALSE,0.3,3/7/2012
FALSE,0.5,12/5/2012
FALSE,0.88,6/27/2012
FALSE,0.2,6/5/2012
FALSE,0.1,9/15/2012
FALSE,0.1,2/5/2012
FALSE,25,8/20/2012
FALSE,0.1,9/2/2012
TRUE,0.6,1/1/2012
FALSE,3.35,9/26/2012
FALSE,3.68,12/18/2012
FALSE,28,3/9/2012
FALSE,0.1,4/7/2012
TRUE,0.55,10/6/2012
FALSE,0.01,4/12/2012
FALSE,0,10/25/2012
FALSE,0.04,11/18/2012
FALSE,2,10/21/2012
FALSE,0.1,3/3/2012
FALSE,0.1,11/23/2012
FALSE,61,7/9/2012
FALSE,0.03,5/19/2012
FALSE,0.1,4/25/2012
FALSE,0.01,6/2/2012
FALSE,0.1,9/25/2012
TRUE,1,6/7/2012
FALSE,0.05,11/10/2012
FALSE,0.01,9/21/2012
FALSE,0.1,2/19/2012
FALSE,0.4,8/22/2012
FALSE,0.1,9/24/2012
FALSE,0.04,6/6/2012
FALSE,0.06,12/14/2012
FALSE,1,1/21/2012
FALSE,33,9/26/2012
FALSE,0.1,12/15/2012
FALSE,0.17,4/16/2012
FALSE,0.1,1/8/2012
FALSE,1.07,4/27/2012
FALSE,0.1,7/13/2012
FALSE,79,4/17/2012
TRUE,0.25,2/3/2012
FALSE,20,12/22/2012
FALSE,0.1,10/5/2012
FALSE,35,6/4/2012
TRUE,0.01,11/6/2012
FALSE,2.99,3/28/2012
FALSE,3,7/6/2012
FALSE,0.06,5/24/2012
FALSE,5.6,1/2/2012
FALSE,0.1,1/25/2012
FALSE,14,7/12/2012
FALSE,7.6,6/25/2012
FALSE,281,7/23/2012
FALSE,5.6,5/6/2012
FALSE,2.53,3/11/2012
FALSE,0.26,11/21/2012
FALSE,0,6/8/2012
FALSE,0.1,12/3/2012
FALSE,0.01,6/6/2012
FALSE,1,11/21/2012
FALSE,0.06,7/11/2012
TRUE,0.4,3/15/2012
FALSE,0.1,10/9/2012
TRUE,67.16,4/11/2012
FALSE,1,8/9/2012
FALSE,0.1,7/22/2012
FALSE,0.1,4/24/2012
FALSE,15,4/8/2012
FALSE,0.1,8/16/2012
FALSE,5.7,5/23/2012
FALSE,0.66,6/1/2012
FALSE,16,10/25/2012
FALSE,0.1,10/23/2012
FALSE,49,5/14/2012
FALSE,0.1,7/6/2012
FALSE,1.6,12/7/2012
FALSE,0.01,3/23/2012
FALSE,0.1,12/27/2012
FALSE,4,1/24/2012
FALSE,0.79,7/1/2012
FALSE,4.5,2/12/2012
FALSE,0.02,6/26/2012
FALSE,0.22,2/2/2012
FALSE,1.75,11/19/2012
FALSE,0.1,2/22/2012
FALSE,0.1,1/18/2012
FALSE,0.2,10/20/2012
FALSE,98,1/15/2012
FALSE,3.3,11/19/2012
FALSE,0,4/15/2012
FALSE,1583.001,11/22/2012
FALSE,0.01,2/26/2012
FALSE,22.6,11/6/2012
FALSE,0.2,12/26/2012
FALSE,0.1,8/27/2012
TRUE,680,6/6/2012
FALSE,0.04,10/14/2012
FALSE,0,1/11/2012
FALSE,0.1,6/9/2012
FALSE,0.1,3/2/2012
FALSE,4,4/24/2012
FALSE,0.01,11/11/2012
FALSE,5.7,9/11/2012
FALSE,0.1,10/9/2012
FALSE,0,2/11/2012
FALSE,0.1,12/17/2012
FALSE,0.63,7/12/2012
FALSE,6.5,7/21/2012
FALSE,0.7,7/6/2012
FALSE,1,4/11/2012
FALSE,350,2/6/2012
FALSE,10,11/11/2012
FALSE,0.4,5/21/2012
FALSE,0.1,4/26/2012
FALSE,0.4,9/14/2012
FALSE,1.63,11/2/2012
FALSE,55,9/18/2012
FALSE,147,1/15/2012
FALSE,0.1,6/20/2012
FALSE,0.34,7/13/2012
FALSE,0.22,5/14/2012
FALSE,0.38,5/22/2012
FALSE,0.1,8/2/2012
FALSE,0.4,6/7/2012
TRUE,0.1,3/21/2012
FALSE,0.1,11/8/2012
FALSE,1,8/7/2012
FALSE,0.1,6/15/2012
FALSE,0,10/6/2012
FALSE,0.1,7/13/2012
FALSE,0.5,11/10/2012
FALSE,0.1,4/14/2012
FALSE,13,3/3/2012
TRUE,0.4,2/10/2012
FALSE,0.1,5/11/2012
FALSE,0.03,6/27/2012
FALSE,2.07,11/2/2012
FALSE,2,11/16/2012
FALSE,0.1,5/4/2012
FALSE,0.04,9/24/2012
FALSE,2,3/11/2012
FALSE,0.2,2/11/2012
FALSE,3,5/9/2012
FALSE,0.2,2/4/2012
FALSE,17,7/1/2012
FALSE,5,5/17/2012
FALSE,0.2,5/5/2012
TRUE,0.25,7/21/2012
FALSE,13,7/1/2012
FALSE,0.5,4/12/2012
FALSE,0.1,11/11/2012
FALSE,0.1,9/8/2012
FALSE,0.01,12/11/2012
FALSE,0.2,2/2/2012
FALSE,0.1,12/4/2012
FALSE,0.5,5/3/2012
FALSE,0.1,12/28/2012
FALSE,0.22,7/26/2012
FALSE,1.4,9/6/2012
FALSE,0.3,6/18/2012
FALSE,0.01,11/23/2012
FALSE,0.1,4/28/2012
FALSE,0.06,1/25/2012
FALSE,0.05,6/6/2012
FALSE,0.1,1/25/2012
TRUE,1,11/2/2012
FALSE,0.1,8/5/2012
FALSE,0.7,9/16/2012
TRUE,0.08,4/16/2012
TRUE,0.1,5/16/2012
FALSE,0.2,3/20/2012
FALSE,0.02,10/9/2012
FALSE,3,11/15/2012
FALSE,0.18,8/22/2012
TRUE,0.08,11/25/2012
FALSE,0.2,3/22/2012
FALSE,0.01,11/23/2012
FALSE,0.18,11/27/2012
FALSE,0.2,6/14/2012
FALSE,0,12/3/2012
FALSE,0.6,4/23/2012
FALSE,0.08,11/15/2012
FALSE,0.01,12/4/2012
FALSE,0.5,8/8/2012
FALSE,6,6/14/2012
FALSE,8.2,1/8/2012
FALSE,3.2,4/11/2012
FALSE,0.8,11/1/2012
FALSE,0.81,1/3/2012
FALSE,0.2,9/22/2012
TRUE,4.7,6/27/2012
FALSE,0.1,11/13/2012
FALSE,0.22,12/6/2012
FALSE,0.22,5/27/2012
FALSE,0.1,2/2/2012
FALSE,337,6/17/2012
FALSE,18,3/26/2012
FALSE,0.42,7/13/2012
TRUE,0.1,2/20/2012
FALSE,0.5,8/9/2012
FALSE,0.22,2/19/2012
FALSE,0.2,12/22/2012
FALSE,0.2,1/3/2012
FALSE,0,7/13/2012
FALSE,0.22,4/19/2012
FALSE,10.4,8/4/2012
FALSE,0.5,6/2/2012
FALSE,0.13,4/25/2012
FALSE,88.29,8/4/2012
FALSE,5.2,1/18/2012
FALSE,0.1,10/21/2012
FALSE,0.4,7/27/2012
FALSE,0.1,4/2/2012
FALSE,0.01,12/13/2012
FALSE,0.003,11/12/2012
FALSE,0.07,8/24/2012
FALSE,0.2,9/27/2012
FALSE,0.16,10/7/2012
FALSE,0.43,12/28/2012
FALSE,137,7/8/2012
FALSE,4,8/24/2012
FALSE,23.8,6/12/2012
FALSE,3,11/17/2012
FALSE,1.09,6/2/2012
FALSE,223,7/10/2012
TRUE,0.06,6/1/2012
FALSE,0.1,9/12/2012
FALSE,228.8,11/18/2012
FALSE,0,7/17/2012
FALSE,0.21,1/1/2012
FALSE,0.3,11/2/2012
FALSE,0.01,11/28/2012
TRUE,0.6,12/22/2012
TRUE,0.03,12/5/2012
FALSE,0.5,2/10/2012
FALSE,0.55,4/13/2012
FALSE,1.64,3/19/2012
FALSE,0.3,4/17/2012
FALSE,2,4/24/2012
FALSE,0.1,8/10/2012
FALSE,0.1,3/24/2012
FALSE,0.5,3/18/2012
TRUE,0.1,12/5/2012
FALSE,2767,6/2/2012
FALSE,1.5,12/1/2012
FALSE,0.2,5/9/2012
TRUE,1,4/7/2012
FALSE,0.5,9/25/2012
FALSE,1.5,1/23/2012
FALSE,0.5,4/14/2012
FALSE,0.07,8/21/2012
TRUE,2.4,4/27/2012
FALSE,0.1,6/18/2012
FALSE,0.1,7/12/2012
FALSE,0.2,8/10/2012
FALSE,0.1,4/7/2012
FALSE,0.2,11/15/2012
FALSE,11,1/21/2012
FALSE,0.31,12/27/2012
FALSE,13,8/9/2012
FALSE,9,7/5/2012
FALSE,0.11,12/16/2012
FALSE,2,8/6/2012
FALSE,0.1,4/11/2012
TRUE,2.3,9/16/2012
FALSE,0.3,1/3/2012
FALSE,0,6/26/2012
FALSE,0.1,2/25/2012
FALSE,15,8/18/2012
FALSE,3.2,9/13/2012
FALSE,0.9,5/21/2012
FALSE,0,5/14/2012
TRUE,2.72,2/19/2012
FALSE,0.1,2/11/2012
FALSE,0.54,1/26/2012
FALSE,0.5,1/23/2012
FALSE,0.1,9/10/2012
FALSE,0.1,11/8/2012
FALSE,0.1,2/8/2012
FALSE,0.1,7/3/2012
FALSE,0.1,11/3/2012
FALSE,0.9,6/15/2012
FALSE,1.5,1/15/2012
TRUE,1,12/10/2012
FALSE,0.4,4/19/2012
FALSE,27,2/18/2012
FALSE,39,4/15/2012
FALSE,1.3,4/12/2012
FALSE,26,12/15/2012
FALSE,0.03,4/18/2012
FALSE,2,10/15/2012
FALSE,1.09,10/17/2012
FALSE,2.99,11/6/2012
FALSE,0.13,7/4/2012
FALSE,0.12,6/23/2012
FALSE,14,8/5/2012
FALSE,0.01,9/23/2012
FALSE,0.01,7/24/2012
FALSE,295.6,6/27/2012
FALSE,853,2/27/2012
FALSE,0.1,1/26/2012
FALSE,0.2,6/9/2012
FALSE,0.96,5/1/2012
FALSE,4.1,3/7/2012
FALSE,0.22,4/16/2012
FALSE,216,9/1/2012
FALSE,0.5,2/10/2012
FALSE,0.1,11/21/2012
FALSE,0.04,12/17/2012
FALSE,3,4/24/2012
TRUE,23.8,7/5/2012
FALSE,1,10/22/2012
FALSE,0,2/14/2012
FALSE,0.3,11/25/2012
FALSE,0.6,5/18/2012
FALSE,2,1/18/2012
FALSE,2,1/9/2012
FALSE,0.06,12/15/2012
FALSE,0.1,4/4/2012
FALSE,0.1,6/4/2012
FALSE,0.5,8/26/2012
FALSE,0,2/17/2012
FALSE,5.4,12/25/2012
FALSE,1.1,5/18/2012
FALSE,0.6,10/19/2012
FALSE,0.04,3/20/2012
TRUE,0.01,11/1/2012
FALSE,228.8,7/27/2012
FALSE,0.5,4/1/2012
FALSE,0.96,5/27/2012
TRUE,0.1,8/17/2012
FALSE,0.22,4/15/2012
FALSE,0.22,7/10/2012
FALSE,0,9/27/2012
FALSE,0.01,9/15/2012
FALSE,0,11/11/2012
FALSE,0.8,6/13/2012
FALSE,1.4,4/12/2012
FALSE,24,7/2/2012
FALSE,34,2/20/2012
FALSE,0.5,12/12/2012
FALSE,0.1,2/10/2012
TRUE,0.2,1/20/2012
FALSE,14.76,6/5/2012
FALSE,16,3/16/2012
FALSE,0.1,4/15/2012
FALSE,0.19,2/5/2012
FALSE,0.1,5/17/2012
FALSE,0.3,6/24/2012
TRUE,0.01,8/21/2012
FALSE,2,12/27/2012
FALSE,0.1,7/21/2012
FALSE,0.2,6/13/2012
FALSE,10.52,1/11/2012
FALSE,0.22,1/19/2012
FALSE,0.01,1/11/2012
FALSE,0.06,4/3/2012
FALSE,450,2/19/2012
TRUE,0.1,3/9/2012
FALSE,14.76,6/14/2012
FALSE,0.9,1/14/2012
FALSE,0.01,2/14/2012
FALSE,1140,8/28/2012
FALSE,2.5,9/5/2012
FALSE,0.1,8/22/2012
FALSE,0.1,5/28/2012
FALSE,0.1,7/6/2012
FALSE,0.3,11/13/2012
FALSE,2.4,2/22/2012
FALSE,2,1/17/2012
FALSE,0.06,6/22/2012
FALSE,0.5,12/27/2012
FALSE,0.01,5/2/2012
FALSE,0.1,5/10/2012
FALSE,0.1,2/22/2012
FALSE,0.22,2/22/2012
FALSE,1,6/18/2012
TRUE,0.07,4/26/2012
FALSE,0.89,2/26/2012
FALSE,0.26,4/7/2012
FALSE,0.13,1/19/2012
FALSE,45,2/3/2012
TRUE,0.09,1/18/2012
FALSE,0.4,5/27/2012
FALSE,3.5,3/7/2012
FALSE,821,2/10/2012
FALSE,0.22,3/3/2012
FALSE,4.19,5/20/2012
TRUE,1.5,2/17/2012
FALSE,0.1,6/24/2012
FALSE,0.06,7/13/2012
FALSE,0.1,12/25/2012
FALSE,0.22,12/22/2012
FALSE,0.2,3/15/2012
TRUE,2.3,8/13/2012
FALSE,20,1/9/2012
FALSE,0.1,12/3/2012
TRUE,14.2,6/17/2012
FALSE,4.5,11/21/2012
FALSE,0.1,1/11/2012
FALSE,0.1,6/20/2012
FALSE,39.5,3/16/2012
FALSE,0,1/25/2012
FALSE,0.42,10/21/2012
FALSE,1.3,6/7/2012
FALSE,53,9/5/2012
FALSE,0.1,6/13/2012
FALSE,0.06,8/6/2012
FALSE,1.1,6/18/2012
FALSE,2.6,3/23/2012
FALSE,0.7,6/26/2012
FALSE,0.01,8/3/2012
FALSE,1,5/12/2012
FALSE,0.74,7/12/2012
TRUE,1.28,4/11/2012
FALSE,28,7/3/2012
FALSE,0.01,4/7/2012
FALSE,2.12,4/13/2012
FALSE,0.1,1/10/2012
FALSE,0.18,7/18/2012
FALSE,3.7,5/5/2012
FALSE,0.22,3/22/2012
FALSE,0.01,3/6/2012
FALSE,0.5,6/13/2012
FALSE,0.5,11/21/2012
FALSE,1174,11/9/2012
FALSE,0.12,9/4/2012
FALSE,0.25,5/3/2012
FALSE,0.1,11/9/2012
FALSE,22,10/8/2012
FALSE,0.2,3/7/2012
FALSE,0.2,3/4/2012
FALSE,0.2,6/3/2012
FALSE,12,12/11/2012
TRUE,0.22,9/19/2012
FALSE,1,4/10/2012
FALSE,0.5,7/5/2012
TRUE,0.22,9/2/2012
FALSE,1,11/7/2012
FALSE,0.1,9/7/2012
FALSE,0.1,3/8/2012
FALSE,450,1/20/2012
FALSE,25.001,6/2/2012
TRUE,0.1,12/7/2012
FALSE,0,9/27/2012
FALSE,20.1,12/6/2012
FALSE,0,9/1/2012
FALSE,12,2/26/2012
FALSE,0.03,12/11/2012
FALSE,0.1,10/24/2012
FALSE,0.01,8/2/2012
FALSE,0.1,12/27/2012
FALSE,0.1,12/13/2012
FALSE,3,11/15/2012
FALSE,0.1,8/24/2012
FALSE,0.1,8/12/2012
FALSE,0.01,9/13/2012
FALSE,0.1,9/15/2012
FALSE,1,5/6/2012
FALSE,0.1,10/28/2012
FALSE,0.1,4/4/2012
FALSE,0.01,8/26/2012
FALSE,101,4/6/2012
FALSE,0.2,11/18/2012
FALSE,1.59,4/4/2012
FALSE,0.5,8/25/2012
FALSE,0.1,1/28/2012
FALSE,0.22,3/28/2012
FALSE,0.1,11/11/2012
FALSE,1.43,12/20/2012
FALSE,0.06,10/4/2012
FALSE,1.3,6/13/2012
FALSE,0.13,8/5/2012
FALSE,1,11/26/2012
FALSE,0.01,4/4/2012
FALSE,10194,10/7/2012
FALSE,0.01,1/2/2012
FALSE,0.22,5/13/2012
FALSE,0.3,6/23/2012
FALSE,1.5,2/20/2012
TRUE,0.01,12/21/2012
FALSE,1.5,1/23/2012
FALSE,7,3/8/2012
FALSE,1.5,11/19/2012
FALSE,0.1,2/13/2012
FALSE,0.1,1/12/2012
FALSE,3,4/12/2012
FALSE,1.7,2/2/2012
FALSE,0.05,2/18/2012
FALSE,0.1,10/18/2012
FALSE,5.5,11/22/2012
FALSE,0.01,1/22/2012
TRUE,1.56,7/27/2012
FALSE,0.05,7/25/2012
FALSE,22,5/21/2012
FALSE,0.1,12/6/2012
FALSE,1.59,4/12/2012
FALSE,0.5,7/17/2012
FALSE,2,9/18/2012
FALSE,0,12/24/2012
FALSE,0.2,3/15/2012
FALSE,0.2,12/15/2012
TRUE,0.4,12/24/2012
FALSE,0.1,12/25/2012
FALSE,0.2,3/16/2012
FALSE,0.06,2/28/2012
FALSE,0.42,2/12/2012
FALSE,1075,11/3/2012
FALSE,37.8,6/7/2012
FALSE,60,7/9/2012
